CancerType,WSI-ID,NumNucleiSample,SizeOfNuclei-Average,SizeOfNuclei-Stddev,Note,SegmentationUnacceptableOrNot,VisualAssessmentComment
lusc,TCGA-58-A46L-01Z-00-DX1.DA77E0D9-23A2-4D54-81E9-36849E04FBC8.svs,1312910,522.3747507,571.133313,huge-variation,0,Large clumps
lusc,TCGA-60-2708-01Z-00-DX1.3b59f6dc-02f8-4118-9037-f18ebb9bd539.svs,733482,531.9027952,576.4354552,huge-variation,0,
lusc,TCGA-92-7341-01Z-00-DX1.6ecbb768-fde4-4f41-8e28-bc5be860825f.svs,883371,398.8184477,692.7713261,huge-variation,1,
lusc,TCGA-NK-A5D1-01Z-00-DX1.CE05BFD3-F0C6-4440-AD09-8569D2BB89FA.svs,2466445,589.0947031,661.1582917,huge-variation,0,declumping is not very good
lusc,TCGA-21-5782-01Z-00-DX1.E0C856C0-9055-4437-9393-695D699E4F57.svs,952595,264.7336129,269.4310155,small-nuclei,0,
lusc,TCGA-77-8140-01Z-00-DX1.b35a0672-9f04-4c34-a894-0ccc38151639.svs,659515,246.2826395,175.3641952,small-nuclei,0,
lusc,TCGA-77-A5FZ-01Z-00-DX1.1640E2BB-48CC-4CC0-923A-2EC730597EEF.svs,2004776,270.6439777,124.0047619,small-nuclei,0,
lusc,TCGA-85-A50M-01Z-00-DX1.CFB67271-FC1B-4BA0-95DB-51D859D68D18.svs,1111936,263.8624633,284.2652544,small-nuclei,1,False segmentation in upper center region
lusc,TCGA-21-1078-01Z-00-DX1.12d4a290-04fa-413e-b274-7c143d42c266.svs,498168,284.2520475,323.8998462,small-nuclei,0,
lusc,TCGA-21-5784-01Z-00-DX1.E50E7F4B-BE37-4171-94A7-E824CFF4B3BB.svs,468401,283.2061482,208.9987792,small-nuclei,0,
lusc,TCGA-21-A5DI-01Z-00-DX1.E9123261-ADE7-468C-9E9A-334E131FFF97.svs,383571,287.9508931,268.416318,small-nuclei,0,
lusc,TCGA-60-2697-01Z-00-DX1.e11a5b5b-c4be-4fe1-b7db-08879e55d552.svs,1922989,284.1467242,244.0099551,small-nuclei,0,
lusc,TCGA-60-2703-01Z-00-DX1.13cdede5-0135-4e05-9478-3b728cad247e.svs,1375249,271.1669283,258.1966876,small-nuclei,0,
lusc,TCGA-77-8133-01Z-00-DX1.fcc117be-cc86-437a-8500-edb045d4195a.svs,463301,283.6922174,415.4633868,small-nuclei,1,
lusc,TCGA-85-8048-01Z-00-DX1.1a663caa-dff1-4f03-b06b-c8b8b5ce08c6.svs,877370,281.4491184,232.3257036,small-nuclei,0,
lusc,TCGA-85-8072-01Z-00-DX1.3a0ad5a6-c93e-428c-94e7-809ceaf01ef1.svs,1299344,276.8597054,377.2329099,small-nuclei,1,colored markers
lusc,TCGA-85-8664-01Z-00-DX1.d83b183e-4cc6-4608-93fb-46e69d36a2fa.svs,1176111,276.4887761,251.9814906,small-nuclei,0,
lusc,TCGA-85-A4CL-01Z-00-DX1.05BC31FF-3B88-489F-9BD2-5B2B31C72EDB.svs,1021071,281.201272,228.0438843,small-nuclei,0,
lusc,TCGA-85-A513-01Z-00-DX1.9C4C6BA2-BBEB-4EC6-9A70-65B1F6198E1F.svs,1185665,279.6339666,230.8565525,small-nuclei,0,
lusc,TCGA-56-7222-01Z-00-DX1.f932abe9-4f5c-46d8-908b-29669681d2db.svs,460071,285.7183609,207.0540476,small-variation,0,
lusc,TCGA-77-7337-01Z-00-DX1.e15727e3-e9c8-44a0-87bb-caeaeb00840c.svs,1690106,301.6630087,196.0130017,small-variation,0,
lusc,TCGA-33-4538-01Z-00-DX1.efde88cb-4766-4fb6-bed9-52b14059c7c1.svs,3506420,444.2315233,413.8752867,too-many-nuclei,0,Fase segmentation on pigment
lusc,TCGA-33-4538-01Z-00-DX3.27b62beb-d3c4-493b-8663-73f128c0ad77.svs,4048737,445.4061328,409.6404626,too-many-nuclei,0,
lusc,TCGA-33-4547-01Z-00-DX7.91be6f90-d9ab-4345-a3bd-91805d9761b9.svs,3833551,373.5354696,274.7825958,too-many-nuclei,0,
lusc,TCGA-60-2721-01Z-00-DX1.8ea139d5-018b-4a66-915e-4784c808742e.svs,3849429,511.9621263,454.0872863,too-many-nuclei,0,
lusc,TCGA-85-A53L-01Z-00-DX1.4B1C0D74-CF56-4B52-9EA0-9DC72EA07B1C.svs,3878754,326.6819453,295.9919104,too-many-nuclei,0,
paad,TCGA-HZ-7926-01Z-00-DX1.b3bf02d3-bad0-4451-9c39-b0593f19154c.svs,37842,320.4901168,229.9573345,few-nuclei,0,
paad,TCGA-HZ-A8P1-01Z-00-DX1.22B7AE4A-DA67-4B50-899A-1BC3F736061B.svs,61948,401.3825467,348.2621497,few-nuclei,0,
paad,TCGA-FB-AAPS-01Z-00-DX1.BD33EF8C-A9ED-486C-A8A7-A91E5CD7FB8C.svs,114631,240.8267833,210.894124,few-nuclei,0,
paad,TCGA-FB-AAPY-01Z-00-DX1.06F4ED05-E333-48E1-91B9-345ACA41A4DF.svs,113764,235.8507173,192.1175585,few-nuclei,0,
paad,TCGA-FB-AAPZ-01Z-00-DX1.CDD2A57A-202B-44C1-8DC8-E8CE091DB510.svs,83929,329.5750456,310.2932328,few-nuclei,0,
paad,TCGA-HZ-8001-01Z-00-DX1.03aae6b5-520b-4bcb-bb43-f58520ab08f4.svs,113373,388.2935972,296.2354271,few-nuclei,0,
paad,TCGA-HZ-8519-01Z-00-DX1.166BF558-50E5-4760-8CE6-F66C4932EB2D.svs,110160,339.3001543,246.3614087,few-nuclei,0,
paad,TCGA-HZ-A8P0-01Z-00-DX1.83C0A19C-153E-4AB3-8814-1E6053652EB2.svs,118439,350.6548012,309.4779773,few-nuclei,1,
paad,TCGA-2L-AAQM-01Z-00-DX1.5BAA788D-59FE-4D97-BBF8-0E73C3AD2E08.svs,685423,554.4380813,588.8060158,huge-nuclei,0,False segmentation on pigment
paad,TCGA-LB-A8F3-01Z-00-DX1.8545643D-15B9-4A2F-823F-A1EFAAB82E76.svs,1503310,544.7261676,453.8426871,huge-nuclei,1,Missing nuclei
paad,TCGA-F2-A7TX-01Z-00-DX1.2FB4B966-3F76-4BB7-B1E8-D6F651665479.svs,1787414,523.5522341,426.9550169,huge-nuclei,0,
paad,TCGA-H6-A45N-01Z-00-DX1.80D3E1A9-02EB-4897-9632-F6FC00B3FA0F.svs,191216,501.0938834,415.8654469,huge-nuclei,0,
paad,TCGA-HZ-A77O-01Z-00-DX1.C0F88C8F-C68C-457B-A0FF-3B483FCE7385.svs,257142,489.9578871,440.6996615,huge-nuclei,0,
paad,TCGA-L1-A7W4-01Z-00-DX2.DC282E94-D7E9-420F-BFE3-A4256DB75DC1.svs,1329791,514.9868325,459.3786621,huge-nuclei,0,Clumps to some extent
paad,TCGA-L1-A7W4-01Z-00-DX4.B0FA6A94-3167-4DA6-9D10-F79EF1B2522D.svs,1679328,501.0022271,484.2012816,huge-nuclei,0,
paad,TCGA-XD-AAUG-01Z-00-DX3.4388A2A2-B109-4577-93A6-F3A190378F97.svs,1431910,500.6324587,424.8377608,huge-nuclei,0,
paad,TCGA-2J-AABP-01Z-00-DX1.E259F764-CBB9-458F-AFE4-6B76B2D05F51.svs,1069045,479.1198855,562.4278627,huge-variation,0,
paad,TCGA-2J-AABA-01Z-00-DX1.93B2B4EF-C302-4D00-ABE3-4862ACC81659.svs,269331,306.8481979,551.9668888,huge-variation,1,Very irregular nuclei shape
paad,TCGA-H8-A6C1-01Z-00-DX1.48F49369-4B4A-4B82-B779-52AE4582DE74.svs,215645,397.766417,534.0658411,huge-variation,1,Clumps in folded tissue regions
paad,TCGA-HZ-A9TJ-01Z-00-DX1.CB2953B6-9601-4300-BC89-AA90C954D176.svs,144143,353.6113929,498.2297437,huge-variation,1,Very irregular nuclei shape
paad,TCGA-L1-A7W4-01Z-00-DX5.C7876997-F7D0-48EC-8869-AB9457FFF6EB.svs,1725517,453.2398104,495.8507062,huge-variation,0,
paad,TCGA-LB-A9Q5-01Z-00-DX1.3980D8B1-8477-495E-BAB2-8A31E244D3AF.svs,1368024,441.4798066,481.8977904,huge-variation,0,Clumps to some extent
paad,TCGA-FB-AAPQ-01Z-00-DX1.4D8B675F-3E8D-4442-A2E3-C2963901D7D3.svs,147356,223.3109137,167.7072945,small-nuclei,0,
paad,TCGA-FB-AAQ6-01Z-00-DX1.11BEAC2F-981C-46F4-81D0-FBBAC162CF5B.svs,373320,191.9143898,164.0211489,small-nuclei,0,
paad,TCGA-2J-AABH-01Z-00-DX1.EDC36BC9-F6F9-4253-93FB-8B75D8D55BE0.svs,974729,256.3069746,238.7936689,small-nuclei,0,
paad,TCGA-FB-AAQ0-01Z-00-DX1.8F17745D-098C-4D3A-95A1-16A3AC437CD8.svs,386563,233.281059,201.6818016,small-nuclei,0,
paad,TCGA-FB-AAQ1-01Z-00-DX1.A9CA7861-A176-41C8-A240-C6C2C8FC8F35.svs,956284,244.7665861,283.5736937,small-nuclei,0,
paad,TCGA-IB-7885-01Z-00-DX1.427683EF-C7FC-475E-A912-65E201262A49.svs,543422,254.6114622,213.8515672,small-nuclei,0,
paad,TCGA-F2-A44G-01Z-00-DX1.AAA49F07-DF8D-46A0-A09B-35A64DFAFF49.svs,2761837,429.1038649,281.5713674,too-many-nuclei,0,Clumps in marker regions
paad,TCGA-S4-A8RP-01Z-00-DX1.A4A3DC84-98EC-49C5-860F-D3C4E16A0E29.svs,3016276,450.3673434,369.7898916,too-many-nuclei,0,
prad,TCGA-HC-7078-01Z-00-DX1.12d9739d-337d-4e6f-b971-033635dfd07a.svs,47515,390.8404293,239.986822,few-nuclei,0,Clumps exist to some extent
prad,TCGA-HC-7080-01Z-00-DX1.c979be6a-e7c9-4840-8555-6f34499dd2bf.svs,43928,306.5743034,193.0689952,few-nuclei,0,
prad,TCGA-HC-A6AS-01Z-00-DX1.1E5AB965-7B24-4C19-BFEA-91FF7D08DD1D.svs,58616,352.012181,341.7458213,few-nuclei,0,
prad,TCGA-HC-A6HY-01Z-00-DX1.9753A5EC-6068-4502-ACBB-4C6F1EA77AF9.svs,21794,425.8658346,358.9348571,few-nuclei,0,
prad,TCGA-HC-7209-01Z-00-DX1.ccf1d3c8-0351-4b7e-8539-0817ce3b8364.svs,87635,451.4252182,349.8916479,few-nuclei,0,
prad,TCGA-HC-7231-01Z-00-DX1.0850ecf9-5d71-48b3-b147-716bd792e862.svs,66062,310.8656716,266.0217418,few-nuclei,0,
prad,TCGA-HC-7233-01Z-00-DX1.f27b1b5d-4a74-4fa9-95b3-451e478d2691.svs,69105,293.7180812,301.5988632,few-nuclei,0,False segmentation to some extent
prad,TCGA-HC-7737-01Z-00-DX1.44947b83-a5b8-43f7-b0a4-0a63f1d42844.svs,59874,361.1022147,248.6772087,few-nuclei,0,
prad,TCGA-HC-7817-01Z-00-DX1.25a3a0e7-e971-4dc6-a759-2b18c0844536.svs,91290,305.8275605,242.6372569,few-nuclei,0,
prad,TCGA-HC-8257-01Z-00-DX1.f11b1c83-b2d6-4e96-af6f-672bcf6719f4.svs,95115,315.9905273,281.7794029,few-nuclei,0,
prad,TCGA-HC-8262-01Z-00-DX1.bbe104bc-1d6f-4c3d-80dc-99aef05dc9c4.svs,98277,361.4931673,420.1145434,few-nuclei,0,
prad,TCGA-HC-8266-01Z-00-DX1.e266de83-ea1d-41bb-a466-74aab0748eeb.svs,83963,303.2972262,252.7115736,few-nuclei,0,
prad,TCGA-HC-A4ZV-01Z-00-DX1.74103CE2-AD31-4DAE-A812-47568B9BD19E.svs,84728,298.4069021,215.8318359,few-nuclei,0,
prad,TCGA-HC-A6AO-01Z-00-DX1.826FFDEE-62D9-4946-906B-97166208019E.svs,92548,446.8354151,436.4248802,few-nuclei,0,
prad,TCGA-HC-A6HX-01Z-00-DX1.7122F7F6-971E-4608-A0EE-0190D5F74216.svs,63648,334.4861111,281.3114858,few-nuclei,0,
prad,TCGA-HC-A8D1-01Z-00-DX1.8217FC07-A7A1-4C84-B5CF-9468AD18F912.svs,90372,488.2185854,331.4561399,few-nuclei,0,
prad,TCGA-EJ-5503-01Z-00-DX1.ba2ee0d2-915a-45bd-b492-ad5973d596bf.svs,851717,671.6587892,613.1124486,huge-nuclei,1,Missing nuclei; clumps
prad,TCGA-YL-A8SI-01Z-00-DX3.C8A7B059-B474-4465-92AA-2F8D99745206.svs,996948,640.3975513,651.4389682,huge-nuclei,0,Missing nuclei in marker regions
prad,TCGA-YL-A8SL-01Z-00-DX2.F64D1539-E590-4B51-96B4-1F95CAE6E33A.svs,1393830,626.6608855,709.117361,huge-nuclei,1,Clumps; missing nuclei in marker regions
prad,TCGA-YL-A8SL-01Z-00-DX4.EBF80535-B360-4F82-BBC2-C9092D1E23FC.svs,1485035,656.5735905,688.5780166,huge-nuclei,0,Clumps; false segmentation in folded tissue regions
prad,TCGA-2A-A8VT-01Z-00-DX1.F2CD9AAB-7B40-46A4-832B-1279A8A77737.svs,1473492,570.5349116,536.2704358,huge-nuclei,1,Clumps; folded tissue
prad,TCGA-EJ-5542-01Z-00-DX1.84ef2f6d-29d7-4d36-96b4-14bd30742016.svs,1246253,578.483133,501.9305683,huge-nuclei,0,
prad,TCGA-EJ-7783-01Z-00-DX1.83158713-8e94-40b8-96e1-ae9e105e3804.svs,1427643,595.0545494,566.7507028,huge-nuclei,0,Missing nuclei to some extent
prad,TCGA-EJ-7784-01Z-00-DX1.9accc8f4-1b74-4e0f-8197-47a043c56dc0.svs,1297729,606.3588823,519.1324934,huge-nuclei,0,
prad,TCGA-HC-A6AP-01Z-00-DX1.1E2C19B4-6757-488D-AFB4-71AE5FD6EC11.svs,378726,602.8267349,451.0901034,huge-nuclei,0,
prad,TCGA-HC-A76X-01Z-00-DX1.DBB52520-F96D-45AD-9228-BA81B7553824.svs,136527,616.3830158,668.828727,huge-nuclei,0,
prad,TCGA-M7-A71Z-01Z-00-DX1.6BF9FC04-5E86-4D4E-B5E1-AA41C2B38FB5.svs,741863,600.5156397,449.5481382,huge-nuclei,0,
prad,TCGA-M7-A725-01Z-00-DX1.39C22396-977C-466A-A79B-5B0C26362141.svs,331398,602.8379501,497.6937231,huge-nuclei,0,
prad,TCGA-YL-A8SH-01Z-00-DX4.3270B417-4F55-464B-9D87-3A1274062429.svs,794002,616.9707746,671.4463068,huge-nuclei,0,
prad,TCGA-YL-A8SI-01Z-00-DX1.35E5FB1A-9AAC-4942-892B-E9D80F6BDA23.svs,628796,609.8011247,679.2888777,huge-nuclei,0,
prad,TCGA-YL-A8SK-01Z-00-DX2.AFB7A0C8-33A5-4D5F-AA0F-428E79FD03F6.svs,1480326,570.3265923,645.2291855,huge-nuclei,0,
prad,TCGA-HC-8256-01Z-00-DX1.24CBDB5B-F10C-4C5D-9AC3-6AB19A374C43.svs,449140,572.3728993,854.6507167,huge-variation,1,Big clumps in marker regions
prad,TCGA-YL-A8SI-01Z-00-DX2.5B7B6A5E-7683-47AF-9070-8994B40A325C.svs,664309,567.9053407,823.3053674,huge-variation,0,Clumps exist to some extent; false segmentation on pigment
prad,TCGA-YL-A8SJ-01Z-00-DX4.331994CE-8283-4A45-8670-0015B123A336.svs,822358,537.3546533,755.2113116,huge-variation,0,Clumps exist to some extent; missing segmentation in marker regions
prad,TCGA-YL-A8SK-01Z-00-DX1.806C30FC-7C27-46A5-8EF7-BBCC5D8738DC.svs,884510,555.5416683,723.6358573,huge-variation,1,Missing nuclei; clumps
prad,TCGA-YL-A8HO-01Z-00-DX1.5ECDCA17-3ED8-49CD-89AC-A31C7F0E6FA9.svs,2333930,435.9270741,693.0105347,huge-variation,0,
prad,TCGA-YL-A8SJ-01Z-00-DX1.FE930A8E-20F9-4D8D-9D98-03D2BB58927A.svs,1247290,542.6735996,632.3104658,huge-variation,?,
prad,TCGA-YL-A8SJ-01Z-00-DX3.C3493DD6-8AB2-42D2-A9A3-A155324D2735.svs,776526,565.5726608,675.8799126,huge-variation,0,
prad,TCGA-YL-A8SL-01Z-00-DX1.6758D124-1154-4D76-8569-72A1C148F64C.svs,835601,557.0657132,664.8880506,huge-variation,0,
prad,TCGA-YL-A9WI-01Z-00-DX4.DD0313AF-7339-45F1-B3CF-AE9C20679E7F.svs,1174173,567.7811753,639.4481316,huge-variation,0,
prad,TCGA-HI-7169-01Z-00-DX1.ac873262-34a1-4a47-8178-6a2a279c02e5.svs,305524,251.3745827,202.3981589,small-nuclei,0,
prad,TCGA-Y6-A8TL-01Z-00-DX4.06A0D9F3-FCBC-42D1-8CF0-2FAAAADC0BAC.svs,378080,222.3455486,256.4120542,small-nuclei,0,Missing nuclei to some extent
prad,TCGA-Y6-A8TL-01Z-00-DX5.C3FD0E07-99D5-4786-9CFC-01B8FC5AC4E4.svs,390881,233.3017005,287.1072901,small-nuclei,0,
prad,TCGA-Y6-A9XI-01Z-00-DX6.1AA896B6-F5CA-4394-BDC0-7B0B9686854F.svs,332639,198.6791026,199.1240608,small-nuclei,0,
prad,TCGA-G9-6363-01Z-00-DX1.390dc5bd-9d79-459c-8251-548c8f30cff0.svs,978826,272.8880823,238.1005299,small-nuclei,0,
prad,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F.svs,159715,287.874827,512.5272459,small-nuclei,0,
prad,TCGA-G9-7519-01Z-00-DX1.1d69755e-d795-4675-a6ed-f5e06f5e4c92.svs,754409,275.4159813,368.1058217,small-nuclei,0,
prad,TCGA-HI-7168-01Z-00-DX1.e4aabefc-b633-4f54-ae92-a839f2d80158.svs,432599,290.4709396,262.8055436,small-nuclei,0,
prad,TCGA-VP-A87E-01Z-00-DX1.E01A7C2F-087F-4AFB-9A8C-3092EC841423.svs,2700841,276.3354252,203.372053,small-nuclei,0,
prad,TCGA-VP-A87J-01Z-00-DX1.31A1E162-71C5-4F15-B9C5-AFAB41506F86.svs,1456543,288.6993196,229.5493406,small-nuclei,0,
prad,TCGA-X4-A8KS-01Z-00-DX1.590D57D8-3053-4C42-9216-C93DE8587C12.svs,750295,286.9243684,227.9882939,small-nuclei,0,
prad,TCGA-XA-A8JR-01Z-00-DX1.E31C544F-F56B-4331-8024-132BB6FA11E2.svs,492558,292.0978809,204.7350277,small-nuclei,0,
prad,TCGA-XJ-A9DI-01Z-00-DX1.0A4BD633-9872-45EC-981D-FCCAC8211F14.svs,686460,280.5724368,317.9690802,small-nuclei,0,
prad,TCGA-Y6-A9XI-01Z-00-DX5.C484E378-EF4C-4F91-ACC0-53FFC48F166F.svs,449905,283.9120348,207.0945084,small-nuclei,0,
prad,TCGA-FC-A8O0-01Z-00-DX1.BBBC76A6-FA46-47EA-A727-71C99AD079FD.svs,1172966,280.8376475,189.6979095,small-variation,0,Mising nuclei in marker regions
prad,TCGA-HC-7079-01Z-00-DX1.5fb22f2a-ee91-4a0d-a696-a72ebb3414b1.svs,240652,269.9756287,190.071313,small-variation,0,
prad,TCGA-XK-AAK1-01Z-00-DX1.5354527B-905C-4F39-B469-3A64D0BC56A2.svs,152354,319.7922339,177.2772989,small-variation,0,
prad,TCGA-Y6-A9XI-01Z-00-DX4.46354624-5C2E-4E43-A73D-FC530D90068D.svs,1522775,356.925727,190.3597709,small-variation,0,
prad,TCGA-G9-6362-01Z-00-DX1.01f380d7-a7cc-4a0f-a003-a087858701af.svs,3112887,387.6822092,281.8195219,too-many-nuclei,0,
prad,TCGA-J4-A67L-01Z-00-DX1.4B2B89CD-B390-488F-AE3F-9E81E6D860AD.svs,3298867,474.0309712,378.2743998,too-many-nuclei,0,Clumps exist to some extent; part of the image is out of focus
prad,TCGA-J4-A67R-01Z-00-DX1.833DA729-D98E-44F8-A437-1B5BF52071BD.svs,2806836,460.3905747,457.1813432,too-many-nuclei,0,
prad,TCGA-YL-A8SP-01Z-00-DX1.4F1DBA34-DA6D-4DBA-B765-6720A6DDAA21.svs,3243311,482.1456838,390.182389,too-many-nuclei,?,No slide found on osprey
read,TCGA-AG-3725-01Z-00-DX1.86CF8220-F410-49E4-A840-E42AE8C5D8B2.svs,0,0,0,few-nuclei,?,No slide found on osprey
read,TCGA-AG-3731-01Z-00-DX1.9C30A84C-DD47-47C4-8899-3A1EF5153E1A.svs,340,513.9,572.8035353,few-nuclei,?,No slide found on osprey
read,TCGA-AG-3591-01Z-00-DX1.C06D77F2-D55E-433E-A84D-41E6273C8C61.svs,2720,708.61875,1302.979345,few-nuclei,?,No slide found on osprey
read,TCGA-AG-3592-01Z-00-DX1.61880D0C-B777-482B-9543-FCA685731B9B.svs,8075,522.1494737,717.4966751,few-nuclei,?,No slide found on osprey
read,TCGA-AG-3742-01Z-00-DX1.E662D7A7-1022-4120-BCB8-845732E07D63.svs,459,282.1111111,404.1636388,few-nuclei,?,No slide found on osprey
read,TCGA-AG-4009-01Z-00-DX1.A66BDD56-216C-4424-8168-9295A307F98F.svs,4913,561.0588235,894.1658927,few-nuclei,?,No slide found on osprey
read,TCGA-AG-3732-01Z-00-DX1.5EC57511-2B19-4005-BCA0-333C387C66E6.svs,1564,2139.815217,3600.992152,huge-nuclei,?,No slide found on osprey
read,TCGA-AG-3885-01Z-00-DX1.85bc7cb5-ab71-4037-85fe-df76fea4e07f.svs,92157,968.4560044,1067.59498,huge-nuclei,1,Missing nuclei; clumps
read,TCGA-AG-3894-01Z-00-DX1.8298d187-0f8f-44da-bc51-651a55de4b9e.svs,109174,844.8833697,1250.616266,huge-nuclei,1,Missing nuclei; clumps
read,TCGA-AG-3896-01Z-00-DX1.53ea09cb-a2e9-49df-b633-23c83df27253.svs,177123,885.8313658,1128.853585,huge-nuclei,0,
read,TCGA-AG-3909-01Z-00-DX1.adb4e65f-e23f-409c-8886-bbdcaa52d1d4.svs,133433,861.2592687,1170.408224,huge-nuclei,0,Clumps to some extent
read,TCGA-AG-A015-01Z-00-DX1.F3BAA1C8-4378-4228-A9EE-B69CA9973730.svs,281792,863.1929295,1069.237742,huge-nuclei,1,
read,TCGA-AG-4007-01Z-00-DX1.1344292e-78ad-4db8-b03b-e7ceb0c7027b.svs,176970,878.1493756,1407.809236,huge-variation,1,Missing nuclei; clumps
read,TCGA-AG-3891-01Z-00-DX1.82E8836A-91E7-48CA-A7C1-501A00F20298.svs,12036,706.2217514,1318.301025,huge-variation,?,No slide found on osprey
read,TCGA-AG-A020-01Z-00-DX1.E89BD2F0-B2BB-4EED-B7F4-4D7678E282AF.svs,78965,736.6678149,1174.124645,huge-variation,1,Missing nuclei; clumps
read,TCGA-F5-6814-01Z-00-DX1.25b7eec3-80bc-43c2-9969-78f343c55bed.svs,482307,193.2668218,482.92008,small-nuclei,1,Image is out of focus
read,TCGA-AH-6643-01Z-00-DX1.054a48b8-a5f3-4c9b-bd2e-5d48c55d57af.svs,525215,316.375789,349.3669592,small-nuclei,0,
read,TCGA-EI-6508-01Z-00-DX1.4cfdfc25-faea-4d56-a15d-ad7a20d4010e.svs,795362,284.656051,267.6016944,small-nuclei,0,
read,TCGA-EI-7004-01Z-00-DX1.daacf1ac-97b7-43e9-8e79-b0f627b69ff7.svs,201739,290.7530968,314.5080067,small-nuclei,0,Clumps in folded tissue regions
read,TCGA-AH-6644-01Z-00-DX1.382b842a-afd7-430b-8489-502c8ab88ee1.svs,201960,297.6272727,255.3523643,small-variation,1,Missing nuclei
read,TCGA-AH-6544-01Z-00-DX1.bdb13901-92a8-48ed-aaa0-a6cf476b7ee9.svs,577813,323.01627,302.4932312,small-variation,0,
read,TCGA-AH-6547-01Z-00-DX1.73040c3e-8219-4d21-88f2-613218d32297.svs,157080,371.4591991,310.4750087,small-variation,1,Missing nuclei; clumps
read,TCGA-CL-5918-01Z-00-DX1.c3bac47e-2737-419a-ab97-5d3f923f8986.svs,1761642,332.1764519,281.9749142,small-variation,0,
read,TCGA-EI-6512-01Z-00-DX1.edf24f1e-381b-4c14-aabc-9aa30e84c5d7.svs,1716235,337.2945966,301.5682301,small-variation,0,
read,TCGA-DC-5869-01Z-00-DX1.ca8ffa5b-3881-4741-b0e3-5084dd9df536.svs,2373013,475.5469199,470.9701433,too-many-nuclei,1,Missing nuclei
read,TCGA-DC-6155-01Z-00-DX1.1a582653-3865-42d5-bf6c-2a05126e90ef.svs,2216749,420.2313857,447.665285,too-many-nuclei,1,Missing nuclei; clumps
read,TCGA-BM-6198-01Z-00-DX1.8B67F38E-AF4C-4301-9EC5-0AB575F3E728.svs,2159884,387.7457498,359.8401873,too-many-nuclei,0,
read,TCGA-DC-6156-01Z-00-DX1.102feb5c-0dff-4d7b-9b3b-d66383e8a4ff.svs,1881033,429.6110403,407.0938929,too-many-nuclei,0,
read,TCGA-DC-6681-01Z-00-DX1.1c27d44f-fc1e-4010-9110-82713f277e0d.svs,2028355,481.8068307,540.2437873,too-many-nuclei,1,Missing nuclei; clumps
read,TCGA-DC-6683-01Z-00-DX1.e1324f2d-db88-4416-adff-fffd9b361326.svs,2056082,395.4443553,409.5324072,too-many-nuclei,0,
read,TCGA-DY-A0XA-01Z-00-DX1.6C98F8C6-0D17-4D7A-A404-B8E03E977D2B.svs,2056167,440.7826144,414.9648705,too-many-nuclei,0,
skcm,TCGA-D3-A3CC-06Z-00-DX1.6C3A3EDF-F69F-4719-B4A7-DC32118051CB.svs,140267,491.190886,442.6778308,few-nuclei,0,
skcm,TCGA-DA-A1I1-01Z-00-DX1.08A88C76-48C4-4724-AF64-24F99B7D33AD.svs,69547,489.6179418,347.3425474,few-nuclei,0,
skcm,TCGA-DA-A1I4-01Z-00-DX1.F88976CE-0707-47C8-8625-13D5D6F27594.svs,95965,744.384411,605.1335473,few-nuclei,0,
skcm,TCGA-DA-A1I8-01Z-00-DX1.1810EF35-B886-4944-A5F8-35C760B31DE3.svs,42857,492.9293931,434.8566627,few-nuclei,0,
skcm,TCGA-DA-A1IB-01Z-00-DX1.4D07114F-A581-4AEE-BB40-BBBA3DFF58FE.svs,82297,405.0568064,305.387661,few-nuclei,0,
skcm,TCGA-DA-A1IC-01Z-00-DX1.8977B7B8-0F31-4255-8A7F-B47676854BE7.svs,96849,442.090574,325.6366258,few-nuclei,1,very pinkish
skcm,TCGA-DA-A3F2-01Z-00-DX1.49266E6B-AC10-41E8-B51A-7A2939535C05.svs,112234,440.2415935,359.4331508,few-nuclei,0,
skcm,TCGA-EB-A3XD-01Z-00-DX1.B0C8A3FE-21A5-4807-9343-0BFD9DFCA458.svs,136782,343.4484216,327.911727,few-nuclei,0,
skcm,TCGA-EE-A3J5-06Z-00-DX1.47202780-2B18-4661-AD4E-2AF8D1A7C9E5.svs,115430,298.7787923,294.8181871,few-nuclei,0,
skcm,TCGA-EE-A3J7-01Z-00-DX1.EEDF0AF3-4BB7-4961-B4EB-65ABA2CE4E18.svs,131019,455.510445,394.9085705,few-nuclei,0,
skcm,TCGA-ER-A42K-01Z-00-DX1.D5B935EE-EB66-47CB-A3DD-BEBC6C067B10.svs,105859,403.8750602,291.6694907,few-nuclei,0,
skcm,TCGA-FS-A1ZN-01Z-00-DX10.57B3C873-A7DC-4DED-9DBA-E846773F49E3.svs,96696,315.6626231,392.8477008,few-nuclei,0,
skcm,TCGA-FS-A1ZU-06Z-00-DX1.3AF5FEC8-DD45-4B7E-B580-20C0F73AC4BB.svs,127262,346.0551697,259.2606945,few-nuclei,0,
skcm,TCGA-FS-A1ZU-06Z-00-DX2.915D16DA-7F85-4B15-A325-E3B03BDB20CD.svs,116297,247.0618331,221.6964113,few-nuclei,0,
skcm,TCGA-FS-A1ZU-06Z-00-DX3.0C477EE6-C085-42BE-8BAD-E3D6935ABE48.svs,134640,355.7686869,287.7803114,few-nuclei,0,
skcm,TCGA-FW-A3R5-01Z-00-DX1.701DF0D8-5D3A-4FEA-BA55-0F8CB3961E81.svs,41769,476.012617,442.7386239,few-nuclei,0,
